Implementation;HMAC-MD5;HMAC-SHA1;HMAC-SHA256/384;AEAD;GOST 28147-89 IMIT[85];GOST R 34.11-94[85];
BearSSL[170];Yes;Yes;Yes;Yes;No;No;
Botan;No;Yes;Yes;Yes;No;No;
CryptoComply;Yes;Yes;Yes;Yes;Yes;Yes;
cryptlib;Yes;Yes;Yes;Yes;No;No;
GnuTLS;Yes;Yes;Yes;Yes;No;No;
JSSE;Yes;Yes;Yes;Yes;No[86];No[86];
LibreSSL;Yes;Yes;Yes;Yes;Yes[87];Yes[87];
MatrixSSL;Yes;Yes;Yes;Yes;No;No;
mbed TLS;Yes;Yes;Yes;Yes;No;No;
NSS;Yes;Yes;Yes;Yes;No[89][90];No[89][90];
OpenSSL;Yes;Yes;Yes;Yes;Yes[91];Yes[91];
RomSTL;Yes;Yes;Yes;Yes;No;No;
RSA BSAFE;Yes;Yes;Yes;Yes;No;No;
rustls;No;No;No;Yes;No;No;
SChannel XP/2003, Vista/2008;Yes;Yes;XP SP3, 2003 SP2 via hotfix[171];No;No[92];No[92];
SChannel 7/2008R2, 8/2012, 8.1/2012R2;Yes;Yes;Yes;except ECDHE_RSA[94][95][96];No[92];No[92];
SChannel 10;Yes;Yes;Yes;Yes[141];No[92];No[92];
Secure Transport;Yes;Yes;Yes;No;No;No;
wolfSSL;Yes;Yes;Yes;Yes;No;No;
Erlang/OTP SSL application;Yes;Yes;Yes;Yes;No;No;
Implementation;HMAC-MD5;HMAC-SHA1;HMAC-SHA256/384;AEAD;GOST 28147-89 IMIT;GOST R 34.11-94;
