Name;Operating system;Freeware version;Portable;Encrypts files;Detect conflict;File lock;Open file support;Revision control;Detect rename;Detect move;Full duplex transfer;Propagate deletes;Case sensitive;Delta copying (block level transfer);LAN Sync;Event Driven;Vault;Virtual Disk;
MediaFire;Windows, OS X, Android, iOS;Yes;;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;
Name;Operating system;Freeware version;Portable;Encrypts files;Detect conflict;File lock;Open file support;Revision control;Detect rename;Detect move;Full duplex transfer;Propagate deletes;Case sensitive;Delta copying (block level transfer);LAN Sync;
Mega;Windows, OS X, Linux, Android, iPhone, BlackBerry;Yes;;Yes;Yes;;;Yes;Yes;Yes;Yes;Yes;Yes;;Yes;
RepliWeb;Windows, Linux;No;;;Partial;;;Yes;Yes;Yes;Yes;Yes;Yes;;;
Resilio Sync (ex. BitTorrent Sync);Windows, OS X, Linux, Android, iOS, Windows Phone, Amazon Kindle Fire, FreeBSD;Limited;No;Yes, optional;No;No;No;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;
Robocopy;Windows;Yes;No;;No;;;;;;;;;;;
SecureSafe;Windows, OS X, Android, iOS;Yes;;;Yes;No;;No;No;No;No;Yes;Yes;No;No;
SpiderOak;Windows, OS X, Debian, Fedora, Slackware, Android, iOS;No;;;No;;;Yes[21];No;;No;;;Yes[22];Yes;
ShareFile;Windows, OS X, Android, iPhone;Yes;;Yes;;;;Yes[23];Yes;;Yes;;Yes;;Yes;
SugarSync;Windows, OS X, Android, BlackBerry, iPhone, Windows Mobile;No;No;;Yes;;;Yes[24];Yes;Yes;;Yes;;;;
SyncBack;Windows;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;;;Yes;;;
Syncdocs;Windows, web app;Beta versions only;Yes;;Yes;No;Yes;Yes;Yes;Yes;Microsoft Word only[25];Yes;;;;
Synchronize It!;Windows;No;;;No;;;;;;;;;;;
Syncplicity;Windows, OS X, Android, iPhone, Windows Mobile;Yes;;;Yes;;;Yes;;;Yes;Yes;;No[26];No;
Tonido;Windows, OS X, Linux, Android, BlackBerry, iPhone, Windows Phone;Yes;Yes;;Yes;No;Yes;No;Yes;Yes;Yes;Yes;;;;
Tresorit;Windows, OS X, Linux, Android, BlackBerry, iOS, Windows Phone;Limited;Yes;Yes;Yes;;Yes, for Windows;Yes;;;;Yes;Yes;No;;
Ubuntu One (discontinued 2 April 2014);Windows, OS X, Ubuntu, iOS, Android[27];Yes;;;;;;;;;;;;;;
Wuala (discontinued);Windows, OS X, Debian, Ubuntu, Android, iOS;Yes;;Yes;;;;;;;;;;;;
ZumoDrive (discontinued);Windows, OS X, Linux, Android, iPhone, Palm webOS;Yes;;;Yes;;;Yes;;;;;;;;
Zetta.net;Windows, OS X, Linux;No;;;Yes;;Yes;Yes;Yes;Yes;;Yes;Yes, Preserve file name case & file metadata;Yes;Yes;
Name;Operating system;Freeware version;Portable;Encrypts files;Detect conflict;File lock;Open file support;Revision control;Detect rename;Detect move;Full duplex transfer;Propagate deletes;Case sensitive;Delta copying (block level transfer);LAN Sync;
