Function;Size (bits)[cf 1];Words × Passes = Rounds[cf 2];Operations[cf 3];Endian[cf 4];Specification;
Word;Digest;Chaining values[cf 5];Computation values[cf 6];Block;Length [cf 7];
GOST R 34.11-94;32;×8 = 256;×8 = 256;32;4;A B L S;Little;RFC 5831;
HAVAL-3-128;32;×4 = 128;×8 = 256;×32 = 1,024;64;32 × 3 = 96;A B S;Little;HAVAL;
HAVAL-3-160;×5 = 160;
HAVAL-3-192;×6 = 192;
HAVAL-3-224;×7 = 224;
HAVAL-3-256;×8 = 256;
HAVAL-4-128;×4 = 128;32 × 4 = 128;
HAVAL-4-160;×5 = 160;
HAVAL-4-192;×6 = 192;
HAVAL-4-224;×7 = 224;
HAVAL-4-256;×8 = 256;
HAVAL-5-128;×4 = 128;32 × 5 = 160;
HAVAL-5-160;×5 = 160;
HAVAL-5-192;×6 = 192;
HAVAL-5-224;×7 = 224;
HAVAL-5-256;×8 = 256;
MD2;8;×16 = 128;×32 = 256;×48 = 384;×16 = 128;None;48 × 18 = 864;B;N/A;RFC 1319;
MD4;32;×4 = 128;×16 = 512;64;16 × 3 = 48;A B S;Little;RFC 1320;
MD5;16 × 4 = 64;RFC 1321;
RIPEMD;32;×4 = 128;×8 = 256;×16 = 512;64;16 × 3 = 48;A B S;Little;;
RIPEMD-128;16 × 4 = 64;RIPEMD-160[4];
RIPEMD-256;×8 = 256;
RIPEMD-160;×5 = 160;×10 = 320;16 × 5 = 80;
RIPEMD-320;×10 = 320;
SHA-0;32;×5 = 160;×16 = 512;64;16 × 5 = 80;A B S;Big;
SHA-1;FIPS 180-3;
SHA-256;×8 = 256;×8 = 256;16 × 4 = 64;
SHA-224;×7 = 224;
SHA-512;64;×8 = 512;×8 = 512;×16 = 1024;128;16 × 5 = 80;
SHA-384;×6 = 384;
Tiger-192;64;×3 = 192;×3 = 192;×8 = 512;64;8 × 3 = 24;A B L S;Not Specified;Tiger;
Tiger-160;×2.5=160;
Tiger-128;×2 = 128;
