;Text;Boolean;Enumeration;Object/Universal;
Character;String[a];
Ada[1];Character;String & Bounded_String & Unbounded_String;Boolean;(item1, item2, ...);tagged null record;
ALGOL 68;char;string & bytes;bool & bits;N/A - User defined;N/A;
C (C99);char wchar_t;N/A;bool[b];enum «name» {item1, item2, ... };;void *;
C++ (STL);«std::»string;
Objective-C;unichar;NSString *;BOOL;id;
C#;char;string;bool;enum name {item1, item2, ... };object;
Java;String;boolean;Object;
Go;byte rune;string;bool;const ( item1 = iota item2 ... );interface{};
Rust;char;String;bool;enum name { item1, item2, ...};N/A;
Swift;Character;String;Bool;enum name { case item1, item2, ... };Any;
D;char;string;bool;enum name {item1, item2, ... };std.variant.Variant;
Common Lisp;;;;;;
Scheme;;;;;;
ISLISP;;;;;;
Pascal (ISO);char;N/A;boolean;(item1, item2, ...);N/A;
Object Pascal (Delphi);string;variant;
Visual Basic;N/A;String;Boolean;Enum name item1 item2 ... End Enum;Variant;
Visual Basic .NET;Char;Object;
Xojo;N/A;Object or Variant;
Python;N/A[d];str;bool;;object;
JavaScript;N/A[d];String;Boolean;;Object;
S-Lang;;;;;;
Fortran;CHARACTER(LEN = *);CHARACTER(LEN = :), allocatable;LOGICAL(KIND = n)[f];;CLASS(*);
PHP;N/A[d];string;bool;;(type declaration omitted);
Perl;N/A[d];;;;UNIVERSAL;
Perl 6;Char;Str;Bool;enum name <item1 item2 ...> or enum name <<:item1(value) :item2(value) ...>>;Mu;
Ruby;N/A[d];String;Object[c];;Object;
Scala;Char;String;Boolean;object name extends Enumeration { val item1, item2, ... = Value};Any;
Seed7;char;string;boolean;const type: name is new enum item1, item2, ... end enum;;;
Windows PowerShell;;;;;;
OCaml;char;string;bool;N/A[e];N/A;
F#;type name = item1 = value | item2 = value | ...;obj;
Standard ML;N/A[e];N/A;
Haskell (GHC);Char;String;Bool;N/A[e];N/A;
Eiffel;CHARACTER;STRING;BOOLEAN;N/A;ANY;
COBOL;PIC X;PIC X(string length) or PIC X«X...»;PIC 1«(number of digits)» or PIC 1«1...»;N/A;OBJECT REFERENCE;
Mathematica;N/A[d];String;;;N/A;
