GIS software;Free software;Open source;Windows;Mac OS X;Linux;BSD;Unix;Web;Other;
ArcGIS;Viewer(s);{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};Google Earth Plugin, KML, WMS;
Autodesk;Viewer(s);{{no}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{no}};
Cadcorp;Viewer(s);{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};
CAPAWARE;{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Chameleon;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};AMP;{{no}};
Deegree;{{yes}};{{yes}};Java;Java;Java;Java;Java;{{yes}};{{no}};
Erdas Imagine;Viewers & Plug-ins;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};
GeoBase - Telogis;Trial;{{no}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};{{yes}};Traffic, WMS, ADAS, Routing;
GeoNetwork;{{yes}};{{yes}};Java;Java;Java;Java;Java;{{yes}};{{no}};
GeoServer;{{yes}};{{yes}};Java;Java;Java;Java;Java;Java;{{no}};
GeoTools;{{yes}};{{yes}};Java;Java;Java;Java;Java;{{no}};{{no}};
GRASS;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};via pyWPS[1];{{no}};
gvSIG;{{yes}};{{yes}};Java;Java;Java;Java;Java;{{no}};{{no}};
IDRISI;{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
JViews Maps (By Rogue Wave, formerly ILOG);Viewer(s);{{no}};Java;Java;Java;Java;Java;Java & DHTML/Ajax;Live/active symbol overlays;
ILWIS;{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
GeoMedia;Viewer(s);{{no}};{{yes}};{{no}};{{no}};{{no}};CLIX;{{yes}};KML;
JUMP GIS;{{yes}};{{yes}};Java;Java;Java;Java;Java;{{no}};{{no}};
Kosmo;{{yes}};{{yes}};Java;Java;Java;Java;Java;{{no}};{{no}};
LandSerf;{{no}};{{no}};Java;Java;Java;Java;Java;{{no}};{{no}};
MapDotNet;{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{yes}};
Manifold System;{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};
Microsoft MapPoint;Discontinued;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};
Pitney Bowes MapInfo Pro;Viewer(s);{{no}};{{yes}};{{no}};{{no}};{{no}};{{yes}};{{yes}};{{no}};
MapServer;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};AMP;{{no}};
Maptitude Caliper software;{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};
MapWindow GIS;{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Oracle Spatial;{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};
Panorama;{{no}};{{no}};"GIS Map 2005";{{no}};"GIS Panorama";{{no}};{{no}};{{no}};{{no}};
PostGIS;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
QGIS;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};Google Earth Plugin, KML, WMS;
RegioGraph;{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
RemoteView;{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
SAGA GIS;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};KLM;
SAP HANA;Free Trial;{{no}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{no}};
Smallworld;{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{yes}};Read-only;OLE, XML, Multiuser, Utility Data Model, Data Translator export/import;
SPRING;{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};Solaris;{{no}};{{no}};
TerraLib TerraView;{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};
TNTmips;Viewer(s);{{no}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{no}};
TransModeler Caliper Software;{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
uDIG;{{yes}};{{yes}};Java;Java;Java;Java;Java;{{no}};{{no}};
GIS software;Free software;Open source;Windows;Mac OS X;Linux;BSD;Unix;Web;Other;
