Name;Whole disk;Partition;File;Swap space;Hibernation file;
Aloaha Secure Stick;{{no}};{{no}};{{yes}};{{no}};{{no}};
ArchiCrypt Live;{{yes}} (except for the boot volume);{{yes}};{{yes}};{{no}};{{no}};
BestCrypt;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}}[114];
BitArmor DataControl;{{no}};{{yes}};{{no}};{{yes}};{{yes}};
BitLocker;{{yes}} (except for the boot volume);{{yes}};{{yes}}[115];{{yes}} (parent volume is encrypted);{{yes}} (parent volume is encrypted);
Bloombase Keyparc;{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
CenterTools DriveLock;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
CGD;{{yes}};{{yes}};{{yes}}[70];{{yes}};{{no}};
Check Point Full Disk Encryption;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
CipherShed;{{yes}};{{yes}};{{yes}};{{yes}};{{partial|only on Windows}};
CrossCrypt;{{no}};{{no}};{{yes}};{{no}};{{no}};
CryFS;{{no}};{{no}};{{no}};{{no}};{{no}};
CryptArchiver;{{no}};{{no}};{{yes}};{{no}};{{no}};
Cryhod;{{no}};{{yes}};{{no}};{{yes}};{{yes}} (parent volume is encrypted);
Cryptoloop;{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
Cryptomill;{{yes}};{{n/a}};{{yes}};{{n/a}};{{n/a}};
CryptoPro Secure Disk Enterprise;{{yes}};{{yes}};{{yes}} (add-on Secure Device);{{yes}};{{yes}};
CryptoPro Secure Disk for BitLocker;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
DiskCryptor;{{yes}};{{yes}};{{no}};{{yes}};{{yes}};
Disk Protect;{{yes}};{{no}};{{no}};{{yes}};{{yes}};
Dm-crypt / LUKS;{{yes}};{{yes}};{{yes}}[116];{{yes}};{{yes}}[117];
DriveCrypt;{{yes}};{{yes}}[82];{{yes}}[82];{{yes}};{{yes}};
DriveSentry GoAnywhere 2;{{no}};{{yes}};{{yes}};{{no}};{{no}};
E4M;{{No}};{{Yes}};{{Yes}};{{No}};{{no}};
e-Capsule Private Safe;{{no}};{{no}};{{yes}}[118];{{no}};{{no}};
eCryptfs;{{no}};{{no}};{{yes}};{{no}};{{no}};
EgoSecure HDD Encryption;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
FileVault;{{no}};{{no}};{{yes}}[86];{{yes}}[119][86];{{yes}}[119][120];
FileVault 2;{{yes}}[121];{{yes}}[87];{{no}};{{yes}};{{yes}};
FinalCrypt;{{no}};{{no}};{{no}};{{no}};{{no}};
FREE CompuSec;{{yes}};{{no}};{{yes}};{{yes}};{{yes}};
FreeOTFE;{{yes}} (except for the boot volume);{{yes}};{{yes}};{{no}};{{no}};
GBDE;{{yes}};{{yes}};{{yes}}[122];{{yes}};{{no}};
GELI;{{yes}};{{yes}};{{yes}}[122];{{yes}};{{no}};
Loop-AES;{{yes}};{{yes}}[93];{{yes}}[93];{{yes}}[93];{{yes}}[93];
McAfee Drive Encryption (SafeBoot);{{yes}};{{yes}};{{yes}};{{yes}};{{yes}}[123];
n-Crypt Pro;{{yes}};{{yes}};{{yes}};{{no}};{{no}};
PGPDisk;{{yes}};{{yes}};{{yes}};{{yes}};{{partial|only on Windows}};
Private Disk;{{no}};{{no}};{{yes}};{{no}};{{no}};
ProxyCrypt;{{yes}};{{yes}};{{yes}};{{no}};{{no}};
R-Crypto;{{no}};{{no}};{{yes}};{{no}};{{no}};
SafeGuard Easy;{{yes}};{{yes}};{{no|extra module}};{{yes}};{{yes|Each sector on disk is encrypted}};
SafeGuard Enterprise;{{yes}};{{yes}};{{yes}};{{yes}};{{yes|Each sector on disk is encrypted}};
SafeGuard PrivateDisk;{{no}};{{no}};{{yes}};{{no}};{{no}};
SafeHouse Professional;{{no}};{{no}};{{yes}};{{no}};{{no}};
Scramdisk;{{no}};{{yes}};{{yes}};{{no}};{{no}};
Scramdisk 4 Linux;{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
SecuBox;{{no}};{{no}};{{yes}};{{n/a}};{{no}};
SecureDoc;{{yes}}[102];{{yes}};{{yes}};{{yes}};{{yes}};
Sentry 2020;{{no}};{{no}};{{yes}};{{no}};{{no}};
Softraid / RAID C;{{yes}};{{yes}};{{no}};{{yes}} (encrypted by default in OpenBSD)[124];{{no}};
Svnd / Vnconfig;{{dunno}};{{yes}};{{yes}};{{yes}} (encrypted by default in OpenBSD);{{dunno}};
SpyProof!;{{no}};{{yes}};{{yes}};{{no}};{{no}};
Symantec Endpoint Encryption;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Trend Micro Endpoint Encryption;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
TrueCrypt;{{yes}}[125];{{yes}};{{yes}};{{yes}};{{partial|only on Windows}}[107];
VeraCrypt;{{yes}};{{yes}};{{yes}};{{yes}};{{partial|only on Windows}}[107];
CyberSafe Top Secret;{{no}};{{yes}};{{yes}};{{no}};{{no}};
Name;Whole disk;Partition;File;Swap space;Hibernation file;
