Audio player;asx, wax, wvx;M3U;pls;XSPF;CUE;
AIMP;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Amarok;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Audacious;{{partial}};{{yes}};{{yes}};{{yes}};{{yes}};
Audion;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Clementine;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
cmus;{{no}};{{yes}};{{yes}};{{no}};{{dunno}};
Cog;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Exaile;{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};
foobar2000;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
iTunes;{{no}};{{yes}};{{dunno}};{{dunno}};{{no}};
JRiver Media Center;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
JuK;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
MediaMonkey;{{dunno}};{{yes}};{{dunno}};{{no}};{{dunno}};
MPXPLAY;{{dunno}};{{yes}};{{yes}};{{dunno}};{{yes}};
MusicBee;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Musicmatch Jukebox;{{dunno}};{{yes}};{{dunno}};{{dunno}};{{dunno}};
musikCube;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Quod Libet;{{partial}};{{yes}};{{yes}};{{no}};{{dunno}};
Rhapsody;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
Rhythmbox;{{dunno}};{{dunno}};{{yes}};{{dunno}};{{no}};
Sonique;{{dunno}};{{yes}};{{yes}};{{dunno}};{{dunno}};
Spotify[32];{{no}};{{no}};{{no}};{{no}};{{no}};
Winamp;{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};
XMMS;{{dunno}};{{yes}};{{yes}};{{dunno}};{{dunno}};
Zinf;{{dunno}};{{dunno}};{{dunno}};{{no}};{{dunno}};
Audio player;asx/wax/wvx;M3U;pls;XSPF;CUE;
