Program;Fullscreen;slideshow;zoom (styles);cache decoded images;thumbnails (sizes);thumbnail caching;navigation views;print;sort (schemes);
ACDSee;{{yes}};{{yes}};{{yes}} 1:1, fit width and/or height, lock;{{yes}} previous, next;{{yes}} user-defined;{{yes}} database;directory-tree, albums, calendar, favourites, search results;{{yes}};{{yes}} user-defined, name, date, size, type, ...;
CDisplay;{{yes}};{{yes}};{{yes}} 1:1, fit over/under width/height, fullscreen, doublepage;;{{Yes}} Fixed, with scroll;;Thumbnails(of current folder images or archive);{{No}};{{No}};
Comix;{{yes}};{{yes}};{{yes}} 1:1, fit over/under width/height, fullscreen, doublepage;;{{Yes}} Fixed, with scroll;;Thumbnails(of current folder images or archive);{{No}};{{No}};
digiKam;{{yes}};{{yes}};{{yes}} fit, in/out;{{yes}} previous, next;{{Yes}} adjustable size;{{yes}};{{yes}} album-tree, tags, calendar, searches, map (geolocation);{{yes}};{{yes}} tags, date, keywords, metadata;
Eye of gnome;{{yes}};{{yes}};{{yes}} +/-, 1:1, best fit;;image collection pane, only one row;;Thumbnails(of current folder images);{{yes}};{{No}};
F-Spot;{{yes}};{{yes}};{{yes}};;{{yes}};;list, file-tree;;{{yes}} keywords;
FastPictureViewer;{{yes}};{{yes}} Auto-advance mode;{{yes}} 1:1, fit, 50%-6400% magnifier, click-and-hold zooming;{{yes}} dynamic, adaptive;{{yes}} 96x96px, shown on navigation slider (Vista or later);{{yes}} (uses OS-managed cache on Windows Vista or later);{{yes}} Windowed or full-screen, back and forth navigation, bookmarks, navigation slider;{{no}};{{yes}} Filenames, file creation/modification date, Exif date taken, GPS timestamp;
FastStone Image Viewer;{{yes}};{{yes}};{{yes}} 1:1, fit width and/or height, lock;{{no}};{{yes}} 5 predefined sizes;{{yes}} database;dir-tree;{{yes}};{{yes}} user-defined, name, date, file size, image size, type;
Geeqie;{{yes}};{{yes}};{{yes}} fit, 1:1, in/out;{{Yes}} previous, next;{{yes}} 24x24 - 256x256;{{yes}} as png-files centrally or in sub-dir;list, dir-tree, collection;{{yes}};{{yes}} collections, keywords, directory;
gThumb;{{yes}};{{yes}} random, forward, reverse;{{yes}} fit, 1:1, remember, fit-if-larger, in/out;;{{yes}} 48x48 - 256x256, 9 sizes;{{partial}} Newer versions cache in a central directory;list, icon, subfolders, categories, catalog;{{yes}};{{yes}} catalogs, categories;
Gwenview;{{yes}};{{yes}};{{yes}} fit, 1:1, fit-if-larger, zoom to 1600%;;{{yes}} adjustable size;{{yes}};{{yes}} fullscreen thumbnails, dir-tree;{{yes}};{{yes}} name, size, date;
IrfanView;{{yes}};{{yes}};{{yes}} 1:1, fit width and/or height, lock;{{no}};{{yes}} 18 predefined sizes: 50×50–800×800;{{no}};dir-tree, search results;{{yes}};{{yes}} name, date, file size, image width/height, type, user-defined;
KPhotoAlbum;{{yes}};{{yes}};{{yes}} fit, in/out, presets;;{{yes}};;views search results;;by date;
Phase One Media Pro;{{yes}};{{yes}};{{yes}} Fit to viewing area/height/width, 1:1, zoom to 1600%;{{yes}};{{yes}} Yes, user-defined;{{yes}} Database;{{yes}} Catalog-sets, date, filetypes, events, author, people, by search, by keywords and all metadata;{{yes}};{{yes}} name, date, size, user-defined;
Picasa;{{partial}} only in slideshow mode;{{yes}};{{partial}} no view window, fit to viewing area, 1:1, zoom to 400%;{{no}};{{yes}} user defined;{{yes}} database;directory-tree, albums, timeline;{{yes}};{{partial}} name, date, size, user-defined;
ResourceSpace;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}} user defined;{{yes}} database;thumbs, list, events, tags;{{yes}} contact sheet;{{yes}} date, relevance, colour;
Shotwell;{{Yes}};{{Yes}};{{Yes}};{{no}};{{yes}} fixed size;{{yes}};Thumbs, Events (dates), tags;{{yes}};{{Yes}} Title, Exposure Date;
Simple Comic;{{yes}};{{yes}};{{yes}} Magnifying loupe on cursor;;{{yes}};;{{yes}} fullscreen thumbnails, thumbnails when hovering over progress bar, single page, double page;{{no}};Only by ascending file name.;
STDU Viewer;{{yes}};{{no}};{{yes}} fit to width, fit to height, fit to size;{{no}};{{yes}};{{no}};{{no}};{{yes}};{{no}};
Windows Photo Viewer;{{yes}};{{yes}};{{yes}} 1:1, fit, in/out;{{yes}};{{no}};{{no}};{{no}};{{yes}};{{no}};
XnView and XnViewMP;{{yes}};{{yes}};{{yes}} 1:1, fit width and/or height, lock;{{yes}} previous, next;{{yes}} user-defined;{{yes}} database;dir-tree, favourites, categories;{{yes}};{{partial}} name, date, size, type, etc.; no user-defined order;
xv;{{no}};{{yes}};;{{no}};{{yes}} fixed size;{{yes}} in subdirectory (.xvpics);;{{yes}};{{partial}} name;
Zoner Photo Studio;{{yes}};{{yes}};{{yes}} 1:1, fit width and/or height, lock;{{yes}} in Viewer, previous and next;{{yes}} user-defined;{{yes}} database;dir-tree, albums, CD compilations, media archive, search results, web albums;{{yes}} contact sheet, templates, calendars, paper saver;{{yes}} name, date, size, type, etc.; user-defined order;
Program;Fullscreen;slideshow;zoom (styles);cache decoded images;thumbnails (sizes);thumbnail caching;navigation views;print;sort (schemes);
