Server;Authoritative;Recursive;Recursion ACL;Slave mode;Caching;DNSSEC;TSIG;IPv6;Wildcard;Free Software;Interface;split horizon;
AnswerX;{{no}};{{Yes}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};API, command line;{{yes}};
BIND;{{yes}};{{Yes}};{{yes}};{{Yes}};{{yes}};{{yes}};{{yes}};{{yes}} (since 9.x);{{yes}} (since 4.x);{{yes}};Web{{r|group=Note|bind_web}}, command line;{{yes}};
PowerDNS;{{Yes}};{{Yes}};{{Yes}};{{Yes}}{{r|group=Note|powerdns_slave6}};{{Yes}};{{Yes}} (since 3.0) {{r|group=Note|powerdns_dnssec}};{{Yes}} (since 3.0);{{Yes}}{{r|group=Note|powerdns_slave6}};{{Yes}};{{Yes}};REST, Web{{r|group=Note|powerdns_web}}, command line;{{partial}}{{r|group=Note|powerdns_views}};
djbdns;{{yes}};{{yes}};{{yes}};{{yes}}{{r|group=Note|djbslave}};{{yes}};{{partial}}{{r|group=Note|djbdns_dnssec}};{{no}};{{partial}} via generic records. [8];{{partial}}{{r|group=Note|djbdns_wild}};{{yes}};command line and web (VegaDNS & NicTool)[14];{{yes}}{{r|group=Note|locations}};
dbndns;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{partial}};{{yes}};command line and web;{{yes}};
pdnsd;{{partial}};{{yes}};{{partial}};{{partial}};{{yes}};{{no}} [15];{{partial}};{{yes}};{{yes}};{{yes}};command line, pdnsd-ctl program;{{partial}};
MaraDNS;{{Yes}};{{Yes}};{{Yes}};{{partial}}{{r|group=Note|maraslave}};{{yes}};{{no}};{{no}};{{partial}};{{yes}};{{yes}};command line;{{no}};
Posadis;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{Yes}};command line, API;{{no}};
Unbound;{{partial}};{{yes}};{{yes}};{{n/a}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};command line, API;{{yes}};
Dnsmasq;{{partial}}{{r|group=Note|masqauth}};{{no}};{{no}};{{no}};{{yes}};{{yes}} (since 2.69) {{r|group=Note|masqdnssec}};{{no}};{{yes}};{{yes}};{{yes}};command line;{{partial}}{{r|group=Note|masqsplit}};
NSD;{{Yes}};{{No}};{{n/a}};{{yes}};{{n/a}};{{yes}};{{yes}};{{yes}};{{yes}};{{Yes}};command line;{{no}};
Knot DNS;{{Yes}};{{No}};{{n/a}};{{yes}};{{n/a}};{{yes}};{{yes}};{{yes}};{{yes}};{{Yes}};command line;{{no}};
dnrd;{{No}};{{Yes}};{{No}};{{No}};{{Yes}};{{No}};{{No}};{{dunno}};{{dunno}};{{Yes}};command line;{{No}};
gdnsd;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};{{Yes}};command line;{{Yes}};
YADIFA;{{Yes}};{{No}};{{n/a}};{{Yes}};{{n/a}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{Yes}};command line;{{No}};
yaku-ns;{{Yes}};{{dunno}};{{dunno}};{{Yes}};{{dunno}};{{No}};{{No}};{{No}};{{Yes}};{{Yes}};command line;{{dunno}};
Microsoft DNS;{{Yes}};{{Yes}};{{Yes}}{{r|group=Note|msdns_policies}};{{Yes}};{{Yes}};{{Yes}}{{r|group=Note|msdns_dnssec}};{{Yes}}{{r|group=Note|msdns_tsig}};{{Yes}}{{r|group=Note|msdns_ipv6}};{{yes}};{{No}};GUI, command line, API{{r|group=Note|msdns_api}}, WMI{{r|group=Note|msdns_wmi}}, RPC{{r|group=Note|msdns_rpc}};{{Yes}}{{r|group=Note|msdns_policies}};
Simple DNS Plus;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{No}};GUI, Web, command line;{{yes}}{{r|group=Note|sdns_views}};
Nominum ANS;{{yes}};{{no}};{{N/A}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{No}};command line, api, SOAP Interface, SNMP;{{yes}};
Nominum Vantio;{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{No}};command line, api, SOAP Interface, SNMP;{{yes}};
DNS Blast;{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{No}};CLI, SOAP, REST, SNMP, DNSTAP;{{yes}};
Secure64 DNS Authority;{{yes}};{{no}};{{no}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};Command Line or Web GUI;{{yes}};
Secure64 DNS Cache;{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};Command Line or Web GUI;{{yes}};
Technitium DNS Server;{{yes}};{{yes}};{{partial}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};Command Line, Web GUI, or REST API;{{no}};
Server;Authoritative;Recursive;Recursion ACL;Slave mode;Caching;DNSSEC;TSIG;IPv6;Wildcard;Free Software;Interface;split horizon;
