;Data Domain;Cursor;Trigger;Function 1;Procedure 1;External routine 1;
4th Dimension;{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};
ADABAS;{{dunno}};{{yes}};{{dunno}};{{yes}}?;{{yes}}?;{{yes}};
Adaptive Server Enterprise;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Advantage Database Server;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Altibase;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Apache Derby;{{no}};{{yes}};{{yes}};{{yes}} 2;{{yes}} 2;{{yes}} 2;
ClustrixDB;{{no}};{{yes}};{{no}};{{yes}};{{yes}};{{yes}};
CUBRID;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}} 2;{{yes}};
Empress Embedded Database;{{yes}} via RANGE CHECK;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
EXASolution;{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};
DB2;{{yes}} via CHECK CONSTRAINT;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Firebird;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
HSQLDB;{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};
H2;{{yes}};{{no}};{{yes}} 2;{{yes}} 2;{{yes}} 2;{{yes}};
Informix Dynamic Server;{{yes}} via CHECK;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}}  5;
Ingres;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
InterBase;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Linter SQL RDBMS;{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
LucidDB;{{no}};{{yes}};{{no}};{{yes}} 2;{{yes}} 2;{{yes}} 2;
MariaDB;{{yes}}[146];{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
MaxDB;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{dunno}};
Microsoft Access (JET);{{yes}};{{no}};{{no}};{{no}};{{Depends|Yes, But single DML/DDL Operation}};{{yes}};
Microsoft Visual Foxpro;{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Microsoft SQL Server;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Microsoft SQL Server Compact (Embedded Database);{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};
Mimer SQL;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
MonetDB;{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};
MySQL;{{no}}  3;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
OpenBase SQL;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Oracle;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Oracle Rdb;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
OpenLink Virtuoso;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Pervasive PSQL;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
Polyhedra DBMS;{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};
PostgreSQL;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
Raima Database Manager;{{no}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};
RDM Server;{{no}};{{yes}};{{yes}};{{no}};{{yes}};{{yes}};
SAP HANA;{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};{{dunno}};
solidDB;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
SQL Anywhere;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
SQLite;{{no}};{{no}};{{yes}};{{no}};{{no}};{{yes}};
Teradata;{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};
UniData;{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};
UniVerse;{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{yes}};
;Data Domain;Cursor;Trigger;Function 1;Procedure 1;External routine 1;
