Format;Languages;
string[startpos:endpos];ALGOL 68 (changes base index);
string (startpos .. endpos);Ada (changes base index);
Mid(string, startpos, numChars);VB;
mid(string, startpos, numChars);FreeBASIC;
string[startpos+(?numChars)-~?IO];APL;
MID$(string, startpos, numChars);BASIC;
substr(string, startpos, numChars);AWK (changes string), Perl 5,[14][15] PHP[14][15];
substr(string, startpos, numChars) string.substr(startpos, numChars);Perl 6[16][17];
substr(string, startpos «,numChars, padChar»);Rexx;
string[startpos:endpos];Cobra, Python,[14][18] Go;
string[startpos, numChars];Pick Basic;
string[startpos, numChars] string[startpos .. endpos-1] string[startpos ... endpos];Ruby[14][18];
string[startpos .. endpos] string[startpos len numChars];Seed7;
string.slice(startpos«, endpos»);JavaScript[14][18];
string.substr(startpos«, numChars»);C++ (STL), JavaScript;
string.Substring(startpos, numChars);VB .NET, C#, Windows PowerShell, F#;
string.substring(startpos«, endpos»);Java, JavaScript;
copy(string, startpos, numChars);Object Pascal (Delphi);
(substring string startpos endpos);Scheme;
(subseq string startpos endpos);Common Lisp;
(subseq string startpos endpos);ISLISP;
String.sub string startpos numChars;OCaml;
substring (string, startpos, numChars);Standard ML;
string:sub_string(string, startpos, endpos) string:substr(string, startpos, numChars);Erlang;
strncpy(result, string + startpos, numChars);;C;
string[startpos .. endpos+1];D;
take numChars $ drop startpos string;Haskell;
[string substringWithRange:NSMakeRange(startpos, numChars)];Objective-C (NSString * only);
string.[startpos..endpos];F#;
string.sub(string, startpos, endpos) (string):sub(startpos, endpos);Lua[14][18];
string copyFrom: startpos to: endpos;Smalltalk;
string(startpos:endpos);Fortran;
SUBSTRING(string FROM startpos «FOR numChars»);SQL;
StringTake[string, {startpos, endpos}];Mathematica[14][18];
string[startpos .. endpos];Ya;string (startpos:numChars);
string range string startpos endpos;Tcl;;
