| Client;Windows;macOS;Linux;BSD;Unix;AmigaOS;ChromeOS;
AbsoluteTelnet;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
ALFTP;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Beyond Compare;{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};
Classic FTP;{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
Codeanywhere (webbased);{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
Commander One;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
CoreFTP;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
CrossFTP;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
cURL (CL);{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
CuteFTP;{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
Cyberduck;{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
Directory Opus;{{yes}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};
ExpanDrive;{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
FAR Manager;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Fetch;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
FileZilla;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
FireFTP;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
FlashFXP;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Fling FTP;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
ForkLift;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
| Client;Windows;Mac OS X;Linux;BSD;Unix;AmigaOS;ChromeOS;
FTP Client;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
FTP Commander;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
FTP Explorer;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
FTP Voyager;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Fugu;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
gFTP;{{no}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Interarchy;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
LeechFTP;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
lftp (CL);{{yes}} (cygwin);{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
Macfusion;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
mimiFTP;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Monsta FTP;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
Mosaic;{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{no}};
NcFTP (CL);{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
net2ftp (web-based);{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
pbFtpClient;{{yes}};{{no}};{{no}};{{no}};{{no}};{{yes}};{{no}};
PSFTP (PuTTY) (CL);{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};
RaiDrive;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Robo-FTP;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Secure FTP;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};
SmartFTP;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Steed;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Sysax FTP Automation;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Total Commander;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Transmit;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
WebDrive;{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
WinSCP;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
WISE-FTP;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
WS_FTP;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Xftp;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Yummy FTP;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
sFTP Client;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{yes}};
Desktop.Tech;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Client;Windows;Mac OS X;Linux;BSD;Unix;AmigaOS;ChromeOS;
