Audio player;Windows;OS X;Linux;iOS;Android;BSD Unix;Solaris;Other Unix;DOS;
AIMP;{{yes}};{{no}};{{partial|via Wine}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};
Amarok;{{yes}};{{yes|beta}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};
aTunes;{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{no}};{{no}};
Audacious;{{yes}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};
Audion;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Banshee;{{yes|alpha}};{{yes|beta}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};
cmus;{{no}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};
Cog;{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Clementine;{{yes}};{{yes}};{{yes}};{{no}};{{partial|remote controller only}};{{yes}};{{yes}};{{yes}};{{no}};
Ecoute;{{no}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
Exaile;{{yes}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};
foobar2000;{{yes}};{{yes|beta}}[1];{{partial|via Wine}}[2];{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};
Guayadeque Music Player;{{no}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
Groove Music;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
iTunes;{{yes}};{{yes}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};
JRiver Media Center;{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
MediaMonkey;{{yes}};{{no}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};
MPXPLAY;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{yes}};
Music Player Daemon;{{yes|cygwin}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};
MusicBee;{{yes}};{{no}};{{Partial}}[3];{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Musicmatch Jukebox;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
musikCube;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Quod Libet;{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};
Rdio;{{yes}};{{yes}};{{no}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};
Rhapsody;{{yes}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};
Rhythmbox;{{no}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};
Songbird;{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};
Sonique;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Spotify;{{yes}};{{yes}};{{yes}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};
Style Jukebox;{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{no}};{{no}};{{no}};{{no}};
Winamp;{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{no}};{{no}};{{no}};{{no}};
XMMS;{{no}};{{yes}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};
XMPlay;{{yes}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};{{no}};
Zinf;{{yes}};{{no}};{{yes}};{{no}};{{no}};{{yes}};{{yes}};{{yes}};{{no}};
Audio player;Windows;OS X;Linux;iOS;Android;BSD Unix;Solaris;Other Unix;DOS;
