BitTorrent client;Windows;macOS;Linux;BSD;iOS;Android;Other;
ABC;{{Yes}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};
Acquisition;{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};
BitComet;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
BitLet;{{No|Web}};{{No|Web}};{{No|Web}};{{No}};{{No}};{{No}};{{No}};
BitLord;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};
BitTornado;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
BitTorrent;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{Yes}}[9];{{No}};
BitTyrant;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
Blog Torrent;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};
Deluge;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{Yes|Solaris}};
FlashGet;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Folx;{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};
Free Download Manager;{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};
Frostwire;{{Yes}}[10];{{Yes}}[10];{{Yes}}[10];{{Yes}}[10];{{No}}[10];{{Yes}}[10];{{Yes|Unix-like,[10] z/OS,[11] Solaris, OS/2, eComStation}}[12];
KGet;{{No}};{{No}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
KTorrent;{{No}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
LimeWire;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{Yes}} {{specify|date=2 June 2017}};
Meerkat Bittorrent Client;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
Miro;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
MLDonkey;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{Yes|Solaris, MorphOS}};
µTorrent;{{Yes}};{{Yes}};{{No|Web}};{{No}};{{No}};{{Yes}}[13];{{No}};
OneSwarm;{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};{{No}};
Opera 12;{{Yes}}[14];{{Yes}};{{Yes}}[14];{{Yes}}[14];{{No}};{{Yes}}{{Citation needed|date=March 2017}};{{Yes|Solaris}};
qBittorrent;{{Yes}}[15];{{Yes}}[15];{{Yes}}[15];{{Yes}}[15];{{Yes}}[15];{{No}}[16];{{Yes|eComStation}}[15];
rTorrent;{{Yes}}, through Cygwin[17];{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{Yes|Solaris}};
Shareaza;{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};
SymTorrent;{{No}};{{No}};{{No}};{{No}};{{No}};{{No}};{{Yes|Symbian}};
Tixati;{{Yes}};{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};
Tomato Torrent;{{No}};{{Yes}};{{No}};{{No}};{{No}};{{No}};{{No}};
Tonido;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
TorrentFlux;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
Transmission;{{Yes}} [14];{{Yes}};{{Yes}};{{Yes}};{{Yes}}, through Cydia;{{No}};{{Yes|Solaris, OpenWrt}};
Tribler;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{No}};{{No}};
Vuze;{{Yes}};{{Yes}};{{Yes}};{{Yes}};{{No}};{{Yes}}[18];{{No}};
Xunlei;{{Yes}};{{Yes}};{{No}};{{No}};{{Yes}};{{Yes}}{{Citation needed|date=March 2017}};{{No}};
Name;Windows;Mac OS X;Linux;BSD;iOS;Android;Other;
